report_id,report_text,report_type,sif_label,hazard_category,severity,unsafe_act,unsafe_condition,potential_consequence,failed_control,location,equipment,source,immediate_action,intervention,corrective_action,preventive_action,work_stopped,report_text_clean
54893ebd-d00e-4abc-8514-b5d17df9bc4f,[Oct 26] Report by W-5118: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,reported to supervisor,,cleaned up,updated procedures,True,[Oct 26] Report by W-5118: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
e424e405-0e00-4ace-a9e7-472812488f9e,[Oct 28] Report by W-8762: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,colleague intervened,,,True,[Oct 28] Report by W-8762: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.
9863aee8-76df-4a85-8eaa-4d8453f6d6dc,[Oct 3] Report by W-6976: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit B,Electrical Panel,synthetic,stopped work,,,,True,[Oct 3] Report by W-6976: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.
ae80e313-344b-4a52-ae39-79b64a0075b4,[Oct 10] Report by W-1348: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,colleague intervened,cleaned up,,False,[Oct 10] Report by W-1348: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
ca16a3bc-4996-4aba-b8f9-a49a2a4cb7b9,[Oct 3] Report by W-6701: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,LOW,,,,,Refinery Sector 4,Pump,synthetic,stopped work,,cleaned up,,False,[Oct 3] Report by W-6701: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
011b32be-d34f-48d7-8afd-80bc830d540b,[Oct 14] Report by W-5659: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,,cleaned up,retrained staff,True,[Oct 14] Report by W-5659: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.
f0e3601c-5d67-4211-972a-73ea2ec8cb9d,[Oct 28] Report by W-8197: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,,supervisor intervened,replaced equipment,retrained staff,False,[Oct 28] Report by W-8197: Worker observed not wearing safety glasses at Refinery Sector 4.
0c78e462-9307-42f6-a698-73ae208f7440,[Oct 8] Report by W-7970: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,,,updated procedures,,[Oct 8] Report by W-7970: Worker observed not wearing safety glasses at Refinery Sector 4.
ea49faae-9642-45cf-b455-819faedf351c,[Oct 21] Report by W-6080: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,,cleaned up,updated procedures,False,[Oct 21] Report by W-6080: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
c5301346-73e6-4d49-bb08-0be514df6951,[Oct 12] Report by W-8309: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,,True,[Oct 12] Report by W-8309: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.
3854dab5-3ba8-44c8-8b80-c1da76d009d8,[Oct 22] Report by W-9681: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,,colleague intervened,cleaned up,,False,[Oct 22] Report by W-9681: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
fb96bd25-b957-4618-b04a-6f11c630eac8,[Oct 3] Report by W-3272: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,colleague intervened,,updated procedures,False,[Oct 3] Report by W-3272: Trip hazard due to loose cables near Compressor. Cables were immediately organized.
12292335-1441-4cf9-b894-5d72a3d01693,[Oct 14] Report by W-2841: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,colleague intervened,replaced equipment,,,[Oct 14] Report by W-2841: Worker observed not wearing safety glasses at Refinery Sector 4.
8d8c7fd6-e6c9-4278-a044-f635fffd1814,[Oct 11] Report by W-5753: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit B,Pump,synthetic,stopped work,colleague intervened,cleaned up,,True,[Oct 11] Report by W-5753: Worker observed not wearing safety glasses at Unit B.
abfeafb7-335e-45ae-be26-768ccdb0ca32,[Oct 12] Report by W-5253: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,,,False,[Oct 12] Report by W-5253: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.
999d4bde-a23f-448e-b726-19ac6d5a412b,[Oct 22] Report by W-6973: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,colleague intervened,replaced equipment,,False,[Oct 22] Report by W-6973: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.
c8d7df3c-e2f9-44e5-950f-5a1c947508eb,[Oct 6] Report by W-2061: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Working at Height,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,colleague intervened,replaced equipment,updated procedures,False,[Oct 6] Report by W-2061: Worker observed not wearing safety glasses at Offshore Platform 1.
6b8580f7-ed34-4154-af02-985fe5c9d5c3,[Oct 20] Report by W-1780: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Compressor,synthetic,,,cleaned up,updated procedures,,[Oct 20] Report by W-1780: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
c2d96199-ee10-4e74-8f6a-d40a12c45f87,[Oct 19] Report by W-6969: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,,,retrained staff,False,[Oct 19] Report by W-6969: Trip hazard due to loose cables near Compressor. Cables were immediately organized.
ecdd073a-b2f2-4cd3-b493-ca3ebd6f6fe7,[Oct 23] Report by W-9047: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Unit B,Compressor,synthetic,,,,retrained staff,,[Oct 23] Report by W-9047: Worker observed not wearing safety glasses at Unit B.
011c20ee-3b2c-4985-9f95-9419fd2ecd25,[Oct 7] Report by W-3544: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Unit B,Valve,synthetic,stopped work,,replaced equipment,retrained staff,,[Oct 7] Report by W-3544: Trip hazard due to loose cables near Valve. Cables were immediately organized.
05fbae22-1455-4d05-bbb8-2f47d252d514,[Oct 22] Report by W-8424: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Electrical,LOW,,,,,Unit B,Electrical Panel,synthetic,reported to supervisor,,replaced equipment,retrained staff,False,[Oct 22] Report by W-8424: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
c5e804eb-b40f-480b-bb14-26d0e0d3e697,[Oct 25] Report by W-9650: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Unit A,Electrical Panel,synthetic,reported to supervisor,colleague intervened,replaced equipment,,,[Oct 25] Report by W-9650: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
c1bcea63-0a8a-42ae-b357-e588e44b7f7a,[Oct 9] Report by W-8415: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Electrical,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,,cleaned up,retrained staff,False,[Oct 9] Report by W-8415: Worker observed not wearing safety glasses at Refinery Sector 4.
db9109cc-9c6d-4096-bd35-16cb2f144b15,[Oct 9] Report by W-1520: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit A,Pump,synthetic,,supervisor intervened,cleaned up,retrained staff,False,[Oct 9] Report by W-1520: Worker observed not wearing safety glasses at Unit A.
9f9ecd81-a1a7-4f63-b3f7-fc679e889d6d,[Oct 7] Report by W-1237: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,stopped work,,,retrained staff,True,[Oct 7] Report by W-1237: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.
af452487-1705-4040-951a-926d609bce4c,[Oct 3] Report by W-2807: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,updated procedures,,[Oct 3] Report by W-2807: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
bd13764c-5010-467a-8745-d5838fab3ab5,[Oct 26] Report by W-9734: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,,,replaced equipment,updated procedures,False,[Oct 26] Report by W-9734: Worker observed not wearing safety glasses at Offshore Platform 1.
4ff9b9c8-8fd7-4b3e-ab6b-96ebc75962c7,[Oct 17] Report by W-2202: Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit B,Heat Exchanger,synthetic,,,,retrained staff,False,[Oct 17] Report by W-2202: Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.
96dd9332-52fb-450d-a082-58274e34f5d0,[Oct 22] Report by W-6030: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit A,Electrical Panel,synthetic,stopped work,colleague intervened,replaced equipment,retrained staff,,[Oct 22] Report by W-6030: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
1ed84d6e-8cfd-45ce-bac9-4451d7717aeb,[Oct 15] Report by W-7628: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit B,Compressor,synthetic,,supervisor intervened,cleaned up,retrained staff,False,[Oct 15] Report by W-7628: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
0478b8d7-642d-49ea-a715-30f4cc4f757b,[Oct 5] Report by W-6825: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,reported to supervisor,supervisor intervened,replaced equipment,,False,[Oct 5] Report by W-6825: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
a23d9130-94b3-4f8f-9a0b-b058b12a6bbc,[Oct 21] Report by W-6197: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Electrical,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,supervisor intervened,cleaned up,retrained staff,False,[Oct 21] Report by W-6197: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
eed4c08c-7f47-41d5-9ebd-128042a30cb2,[Oct 2] Report by W-3579: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,,supervisor intervened,replaced equipment,,False,[Oct 2] Report by W-3579: Trip hazard due to loose cables near Valve. Cables were immediately organized.
9d4405b4-ddcf-4d9a-89fd-6353950fa2a7,[Oct 14] Report by W-2965: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,colleague intervened,,,True,[Oct 14] Report by W-2965: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.
e2fe5adf-6ea3-4955-a961-d38090c55096,[Oct 15] Report by W-1766: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,cleaned up,,True,[Oct 15] Report by W-1766: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.
23a50e43-9ffa-49d3-88db-3c8ea472c349,[Oct 4] Report by W-4220: Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,stopped work,,replaced equipment,,True,[Oct 4] Report by W-4220: Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.
14434d28-7e26-4028-8499-5197ebff636e,[Oct 16] Report by W-1630: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,colleague intervened,,retrained staff,True,[Oct 16] Report by W-1630: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
9e59649f-e7a1-4f5a-a24d-14fc651cea37,[Oct 16] Report by W-7325: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Offshore Platform 1,Pump,synthetic,stopped work,colleague intervened,,updated procedures,,[Oct 16] Report by W-7325: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
0150dcab-c546-4164-a594-bb21ab7a5e7d,[Oct 13] Report by W-3331: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,,cleaned up,,True,[Oct 13] Report by W-3331: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.
938c3063-d997-464f-b157-df145a295cbf,[Oct 28] Report by W-8650: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,colleague intervened,replaced equipment,retrained staff,False,[Oct 28] Report by W-8650: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.
f9d32e4c-a0f5-4d9e-b56a-d6da22c2728a,[Oct 16] Report by W-1574: Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,,,retrained staff,False,[Oct 16] Report by W-1574: Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.
06787fdb-9a11-44ba-9e49-c7ef61da5b4e,[Oct 25] Report by W-7533: Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.,Unsafe Act,YES,Working at Height,HIGH,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,colleague intervened,cleaned up,retrained staff,False,[Oct 25] Report by W-7533: Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.
de188cbe-a97f-4166-81a1-f98f386e60d2,[Oct 10] Report by W-8922: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Confined Space,LOW,,,,,Offshore Platform 1,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,,[Oct 10] Report by W-8922: Trip hazard due to loose cables near Valve. Cables were immediately organized.
b95da00d-578b-4ac0-8c7f-d40bd4178173,<div><p>[Oct 23] Report by W-9763: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,,replaced equipment,retrained staff,True,[Oct 23] Report by W-9763: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
23c6be7a-411e-405d-bd45-a7eec8e877a9,[Oct 14] Report by W-9252: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,supervisor intervened,cleaned up,retrained staff,,[Oct 14] Report by W-9252: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
8b74eef2-186f-4b27-9da4-28489749eb89,"[Oct 26] Report by W-1969: During maintenance of the Heat Exchanger at Unit B, the technician started work without isolating the equipment. The Heat Exchanger was still energized.",Unsafe Act,YES,Working at Height,HIGH,,,,,Unit B,Heat Exchanger,synthetic,reported to supervisor,,,retrained staff,,"[Oct 26] Report by W-1969: During maintenance of the Heat Exchanger at Unit B, the technician started work without isolating the equipment. The Heat Exchanger was still energized."
dc38ca27-0665-4410-bd98-7e5b93cca208,"[Oct 13] Report by W-7179: During maintenance of the Heat Exchanger at Unit A, the technician started work without isolating the equipment. The Heat Exchanger was still energized.",Unsafe Act,YES,Pressure,HIGH,,,,,Unit A,Heat Exchanger,synthetic,stopped work,,,retrained staff,,"[Oct 13] Report by W-7179: During maintenance of the Heat Exchanger at Unit A, the technician started work without isolating the equipment. The Heat Exchanger was still energized."
c2e826cf-17bc-4217-8b19-5ebc61b6448c,[Oct 22] Report by W-1724: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Offshore Platform 1,Pump,synthetic,reported to supervisor,supervisor intervened,cleaned up,updated procedures,False,[Oct 22] Report by W-1724: Worker observed not wearing safety glasses at Offshore Platform 1.
34ad5171-0f4c-4b04-99e6-295b882ae987,[Oct 23] Report by W-5529: Small oil spill near Valve at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit B,Valve,synthetic,reported to supervisor,colleague intervened,,,,[Oct 23] Report by W-5529: Small oil spill near Valve at Unit B. Cleaned up promptly.
f55a9193-1b01-4d97-b9e0-e0092b1cb9fd,[Oct 22] Report by W-5675: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit B,Pump,synthetic,,,cleaned up,,,[Oct 22] Report by W-5675: Worker observed not wearing safety glasses at Unit B.
790ed013-9197-4f61-9d2f-ad8666bf41c6,[Oct 13] Report by W-4667: Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,stopped work,,,,False,[Oct 13] Report by W-4667: Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.
f7f0c347-6500-4004-abd5-d00530255ae6,[Oct 12] Report by W-2941: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,stopped work,,,,,[Oct 12] Report by W-2941: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
5b138f94-6156-40e8-8434-45954e7ca946,[Oct 6] Report by W-1014: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Unsafe Act,NO,Working at Height,LOW,,,,,Unit A,Electrical Panel,synthetic,,,cleaned up,updated procedures,False,[Oct 6] Report by W-1014: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.
7f65bc5c-e371-4cda-9c79-94000127a303,<div><p>[Oct 23] Report by W-2453: Worker observed not wearing safety glasses at Unit A.</p></div>,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Compressor,synthetic,stopped work,colleague intervened,,,True,[Oct 23] Report by W-2453: Worker observed not wearing safety glasses at Unit A.
cd6b017f-8aa3-43c5-8e90-26fc3b5868e4,[Oct 5] Report by W-3153: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit B,Compressor,synthetic,stopped work,colleague intervened,replaced equipment,,,[Oct 5] Report by W-3153: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
656e82ba-b83a-4c27-a41d-914331fd88be,[Oct 19] Report by W-2816: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,supervisor intervened,,retrained staff,False,[Oct 19] Report by W-2816: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
f63e03b3-1c72-4172-b559-5156facd0dbc,[Oct 18] Report by W-5926: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit B,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,,True,[Oct 18] Report by W-5926: Worker observed not wearing safety glasses at Unit B.
546da93b-5907-449f-9443-442eb09f34b6,[Oct 5] Report by W-9046: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Pump,synthetic,,colleague intervened,,retrained staff,True,[Oct 5] Report by W-9046: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
f36c3a3f-ef82-49f2-9686-f011afcd417b,[Oct 25] Report by W-9075: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,replaced equipment,updated procedures,False,[Oct 25] Report by W-9075: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
95a1bf8f-ea60-4f3d-9987-4029334cb2f6,[Oct 20] Report by W-7623: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,stopped work,,replaced equipment,updated procedures,True,[Oct 20] Report by W-7623: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
74ee6208-7cae-4bf3-b3d2-842c7718c817,[Oct 13] Report by W-5166: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Unit B,Compressor,synthetic,,,,retrained staff,False,[Oct 13] Report by W-5166: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
210fd2e6-b02c-49d4-868a-dff1cddefc7a,[Oct 25] Report by W-7313: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Pump,synthetic,reported to supervisor,,replaced equipment,retrained staff,True,[Oct 25] Report by W-7313: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
6d6c45f6-b19e-4e40-8e37-49b449165974,[Oct 1] Report by W-5952: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Valve,synthetic,,,cleaned up,retrained staff,False,[Oct 1] Report by W-5952: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
50fe8705-9112-435c-abf2-e45b18e2165d,[Oct 9] Report by W-8819: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,reported to supervisor,,cleaned up,retrained staff,True,[Oct 9] Report by W-8819: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.
48bc1ccd-b61e-49d8-9e9a-da8b75c63d7d,[Oct 21] Report by W-3345: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Pump,synthetic,reported to supervisor,colleague intervened,,retrained staff,True,[Oct 21] Report by W-3345: Trip hazard due to loose cables near Pump. Cables were immediately organized.
1ef8d141-bac1-4b49-8bf1-d17269fa3af2,[Oct 9] Report by W-8392: Line opened with residual pressure on the Pump. High-energy release narrowly missed the operator.,Near Miss,YES,Energy Isolation,HIGH,,,,,Unit A,Pump,synthetic,reported to supervisor,colleague intervened,cleaned up,updated procedures,True,[Oct 9] Report by W-8392: Line opened with residual pressure on the Pump. High-energy release narrowly missed the operator.
2e65a76a-fa50-4fb0-a852-242424eddf7b,[Oct 14] Report by W-8878: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit B,Compressor,synthetic,,,,updated procedures,True,[Oct 14] Report by W-8878: Trip hazard due to loose cables near Compressor. Cables were immediately organized.
9a4ead10-fa33-4c04-b17f-57a0cbbc59d0,[Oct 23] Report by W-7469: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Electrical,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,supervisor intervened,,updated procedures,True,[Oct 23] Report by W-7469: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.
e31a3b25-20aa-48ac-a29e-6a5daac092fb,[Oct 21] Report by W-8399: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,stopped work,colleague intervened,replaced equipment,,,[Oct 21] Report by W-8399: Trip hazard due to loose cables near Pump. Cables were immediately organized.
4adc6d4e-8b43-48c8-b1f2-53448a625ab3,[Oct 2] Report by W-3277: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,supervisor intervened,cleaned up,updated procedures,True,[Oct 2] Report by W-3277: Worker observed not wearing safety glasses at Refinery Sector 4.
2678aceb-4a97-4435-8183-7b2a526b7578,[Oct 15] Report by W-6151: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,,cleaned up,updated procedures,False,[Oct 15] Report by W-6151: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
f9481629-afa6-4fba-9667-b9befab508a4,[Oct 5] Report by W-6329: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Unit A,Electrical Panel,synthetic,reported to supervisor,,,retrained staff,True,[Oct 5] Report by W-6329: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.
2508b4a9-6670-4713-a2c1-f264132fea8b,[Oct 12] Report by W-2941: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit B,Compressor,synthetic,stopped work,supervisor intervened,,retrained staff,True,[Oct 12] Report by W-2941: Worker observed not wearing safety glasses at Unit B.
ed422650-b53a-4a67-b3b0-4d01a0eef759,[Oct 20] Report by W-7533: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,,replaced equipment,updated procedures,,[Oct 20] Report by W-7533: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
