report_id,report_text,report_type,sif_label,hazard_category,severity,unsafe_act,unsafe_condition,potential_consequence,failed_control,location,equipment,source,immediate_action,intervention,corrective_action,preventive_action,work_stopped
963b5c7c-8c0a-4352-a3e8-50b67a33bfe6,[Oct 26] Report by W-3585: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,,,retrained staff,
09cdca0d-4dcc-40f9-9d78-681cc226e004,[Oct 27] Report by W-1584: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,retrained staff,False
bea20296-f1ce-4a6d-a3d6-6989fd993896,[Oct 7] Report by W-6072: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Valve,synthetic,,,replaced equipment,,True
6fc3e3c0-d593-496c-9cc4-25a38f4543af,[Oct 9] Report by W-3443: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Electrical,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,,cleaned up,retrained staff,True
ba64ad04-cf88-4ad9-b54a-375ff424526a,[Oct 14] Report by W-4885: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,,colleague intervened,cleaned up,retrained staff,
6ab42894-af12-4055-af6c-41d28b002ced,[Oct 10] Report by W-8612: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,,replaced equipment,retrained staff,
42566a04-ebb7-4d9a-b56b-7d3611704cdd,[Oct 11] Report by W-3351: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,,replaced equipment,,False
ade8e85e-8aaf-4c10-a54f-657731d1b4f6,[Oct 14] Report by W-9935: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,stopped work,supervisor intervened,,retrained staff,
af9694ba-64d5-41e2-83e8-2b6c2cbde094,[Oct 20] Report by W-3668: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit A,Heat Exchanger,synthetic,,colleague intervened,,retrained staff,
09181cc6-d55d-4aaf-ab2f-a22570923589,[Oct 11] Report by W-5451: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit B,Electrical Panel,synthetic,reported to supervisor,colleague intervened,replaced equipment,,False
abfeafb7-335e-45ae-be26-768ccdb0ca32,[Oct 12] Report by W-5253: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,,,False
87f1eb46-dcb3-4199-b096-baf09a2cfdfd,[Oct 9] Report by W-7830: Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,,updated procedures,
60ebe084-e00c-4b4c-8842-f2e88acee735,[Oct 28] Report by W-1130: Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.,Near Miss,YES,Pressure,CRITICAL,,,,,Unit A,Heat Exchanger,synthetic,stopped work,supervisor intervened,replaced equipment,retrained staff,False
9e4b84a8-b179-4e5d-aae0-8c2867dbeafa,[Oct 20] Report by W-1706: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Valve,synthetic,,supervisor intervened,cleaned up,updated procedures,True
1dadf1fa-4225-4559-bf78-3a289bc390d1,[Oct 9] Report by W-3053: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit A,Electrical Panel,synthetic,,supervisor intervened,cleaned up,retrained staff,True
82d0285f-ab9f-4d11-b7b9-39b55e8edc95,[Oct 7] Report by W-5375: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,cleaned up,retrained staff,True
f28e7c7b-012b-4f8d-9a5d-499b0bc73bf7,[Oct 27] Report by W-1549: Small oil spill near Compressor at Unit A. Cleaned up promptly.,Unsafe Act,NO,Electrical,LOW,,,,,Unit A,Compressor,synthetic,reported to supervisor,colleague intervened,,updated procedures,True
b841290a-8db0-408d-8f7b-4a2d0387c3e2,[Oct 9] Report by W-9484: Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,stopped work,supervisor intervened,replaced equipment,retrained staff,False
3cd6de6b-6853-4c3a-b4e3-3ef1eae232d6,[Oct 9] Report by W-2163: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit B,Electrical Panel,synthetic,,,,retrained staff,True
c41b9e9b-6b08-4bd9-9b0a-5b9362688943,[Oct 20] Report by W-2049: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit A,Pump,synthetic,,supervisor intervened,,,True
55575b12-19b9-4887-8340-3fa3b5eda9e2,[Oct 2] Report by W-2481: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Unit A,Pump,synthetic,stopped work,colleague intervened,replaced equipment,,
79612514-fafc-49f9-80e9-2078f6a16273,[Oct 24] Report by W-2126: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Unit A,Pump,synthetic,reported to supervisor,supervisor intervened,cleaned up,,False
b04d7f21-6623-4b7c-bc04-723786b7624a,[Oct 13] Report by W-6498: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,,replaced equipment,,True
c21a6930-8a42-47b7-b412-428aed0c5286,[Oct 21] Report by W-3931: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit A,Heat Exchanger,synthetic,stopped work,,,retrained staff,True
cd6b017f-8aa3-43c5-8e90-26fc3b5868e4,[Oct 5] Report by W-3153: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit B,Compressor,synthetic,stopped work,colleague intervened,replaced equipment,,
da145c6d-6d28-4720-b069-1ade2682b9f3,[Oct 21] Report by W-8760: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,,supervisor intervened,cleaned up,,
b5e57243-0e8c-4c84-bb7e-52b8da3901d1,<div><p>[Oct 18] Report by W-5779: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.</p></div>,Unsafe Act,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,retrained staff,True
4198c7cb-b516-4a20-8f06-39d28e4483e1,[Oct 4] Report by W-7381: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,stopped work,,replaced equipment,updated procedures,
50e8b160-9f43-41f3-8844-56855c6da0a2,[Oct 24] Report by W-8968: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Working at Height,LOW,,,,,Unit A,Heat Exchanger,synthetic,stopped work,,,retrained staff,True
8422d39d-6860-4d3e-8a79-f3b38e533117,[Oct 12] Report by W-7480: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,,,cleaned up,retrained staff,False
6b4d062d-e174-49e5-8833-19f588e84a35,[Oct 1] Report by W-3567: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit A,Pump,synthetic,,,replaced equipment,,
2d75af68-8d9c-4104-870e-abaf9711dc46,[Oct 23] Report by W-1681: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,colleague intervened,replaced equipment,retrained staff,True
307934b6-c9ac-40fa-a0e7-5d89f4500c23,[Oct 3] Report by W-4498: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,,supervisor intervened,,,
d804fc8e-3cc1-4256-a10a-d8a1cfb83e3b,[Oct 1] Report by W-1130: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,
f106c1c6-e8ab-4318-9ada-da8d091d8426,[Oct 16] Report by W-4108: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Pressure,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,colleague intervened,cleaned up,updated procedures,False
79f27766-fdcb-498c-9feb-96d12ccedfab,[Oct 19] Report by W-5738: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,,colleague intervened,replaced equipment,updated procedures,False
b7422313-35c3-4918-ac47-264512abd76e,[Oct 1] Report by W-8138: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Unit A,Valve,synthetic,reported to supervisor,colleague intervened,cleaned up,,False
324e35f7-47d4-432d-bf8e-29b3bbb1aff6,<div><p>[Oct 21] Report by W-5289: Small oil spill near Pump at Unit B. Cleaned up promptly.</p></div>,Unsafe Act,NO,Confined Space,LOW,,,,,Unit B,Pump,synthetic,,colleague intervened,cleaned up,updated procedures,
0c7a843e-221e-40e0-9913-4f38c0d00219,[Oct 20] Report by W-2767: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Valve,synthetic,,colleague intervened,replaced equipment,retrained staff,True
8d0c57ab-9270-4ab6-b3b3-cbcd91d4ba95,[Oct 15] Report by W-9609: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,,colleague intervened,cleaned up,,
add9f509-137d-43c8-8387-06c2f008c353,[Oct 24] Report by W-6269: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Pump,synthetic,reported to supervisor,colleague intervened,,,False
5f127622-b9a1-4649-8c3c-73e62e43ede8,[Oct 24] Report by W-3743: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit B,Valve,synthetic,,colleague intervened,,updated procedures,False
6855f413-1380-4693-bcaf-dcae8a845348,[Oct 27] Report by W-7919: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Pressure,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,,cleaned up,updated procedures,True
a711dd26-2757-4417-8de9-d3f374383e76,"[Oct 9] Report by W-8745: During maintenance of the Heat Exchanger at Unit A, the technician started work without isolating the equipment. The Heat Exchanger was still energized.",Unsafe Act,YES,Energy Isolation,HIGH,,,,,Unit A,Heat Exchanger,synthetic,,,cleaned up,retrained staff,True
556dccc7-b587-44d2-bcf4-d2a522af222d,[Oct 27] Report by W-3885: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit B,Heat Exchanger,synthetic,,supervisor intervened,cleaned up,retrained staff,False
14c71df6-e0d3-4f80-93d0-e45ee6e28a1a,[Oct 25] Report by W-8174: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,,colleague intervened,replaced equipment,,True
bcdb6ebb-6616-4de8-a2dd-cead8225a524,[Oct 14] Report by W-7724: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit A,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,,False
bc9737b4-36bb-412d-b303-b0b6a4b5af2c,[Oct 17] Report by W-3259: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Unit B,Pump,synthetic,reported to supervisor,,cleaned up,updated procedures,False
8b10e5f1-cffa-475b-9919-a654aae3df39,[Oct 24] Report by W-6369: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,colleague intervened,,retrained staff,
6f650e72-79e8-4a70-96ac-811261abc27c,[Oct 18] Report by W-7594: Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit B,Heat Exchanger,synthetic,stopped work,colleague intervened,replaced equipment,,
1dbaa493-8149-4ab0-9a70-5102a26fe985,[Oct 14] Report by W-5152: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Pressure,LOW,,,,,Refinery Sector 4,Valve,synthetic,reported to supervisor,colleague intervened,cleaned up,retrained staff,False
399ff204-6074-4526-960e-3e753f7148c8,[Oct 19] Report by W-2370: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit B,Compressor,synthetic,stopped work,,,retrained staff,False
f613422f-e2a1-4ea0-a466-b3f81654b699,[Oct 6] Report by W-9295: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Unit A,Compressor,synthetic,stopped work,colleague intervened,cleaned up,,
c148406b-7112-49dc-953d-515e77682bd0,[Oct 6] Report by W-4141: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Working at Height,LOW,,,,,Unit A,Compressor,synthetic,stopped work,,cleaned up,updated procedures,
e474edb4-5537-41c2-8a0d-0641de372ec0,[Oct 21] Report by W-2315: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Compressor,synthetic,stopped work,colleague intervened,,updated procedures,True
15b8c833-889c-46b2-ba1b-53fd6a437ca3,[Oct 15] Report by W-2852: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit A,Valve,synthetic,reported to supervisor,supervisor intervened,,retrained staff,
c71b8eca-c4ac-4380-8404-f6acdb2f2089,[Oct 23] Report by W-8455: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,stopped work,supervisor intervened,,,
f1d27807-cc34-4efa-adc0-69c96982a4ac,[Oct 1] Report by W-4105: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit A,Pump,synthetic,stopped work,supervisor intervened,cleaned up,,
d3456f6b-1c80-4db1-a978-2b6500c11bfb,[Oct 3] Report by W-7376: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,,,cleaned up,retrained staff,False
7f62a626-76e4-484b-af49-4c6f786565a7,[Oct 22] Report by W-1703: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Unit A,Electrical Panel,synthetic,stopped work,colleague intervened,replaced equipment,,True
54893ebd-d00e-4abc-8514-b5d17df9bc4f,[Oct 26] Report by W-5118: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,reported to supervisor,,cleaned up,updated procedures,True
315bc18e-bf0b-4c78-8f95-d786b255d5bc,[Oct 3] Report by W-3136: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Pressure,LOW,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,colleague intervened,replaced equipment,updated procedures,
e2fe5adf-6ea3-4955-a961-d38090c55096,[Oct 15] Report by W-1766: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,cleaned up,,True
6ed778e4-611f-43ac-86a1-5656b7314e13,[Oct 20] Report by W-8781: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Electrical,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,stopped work,colleague intervened,cleaned up,retrained staff,True
6e6ccc25-3d12-4de3-9daa-94b9506d8834,[Oct 8] Report by W-2410: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Unit B,Compressor,synthetic,reported to supervisor,colleague intervened,replaced equipment,updated procedures,True
9bb152a6-0c8f-461f-82c0-f1a1e3f2ddbd,[Oct 20] Report by W-3594: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,,cleaned up,,
f69dede0-8be3-4128-9c30-3c053ef9b56a,[Oct 5] Report by W-6499: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,,,,
c4b9a765-0eb6-4a73-aeec-82d02d62cf41,[Oct 25] Report by W-1820: Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,reported to supervisor,,cleaned up,retrained staff,
e97819eb-9c79-4ee0-88f4-7a5e2ad0c6de,[Oct 7] Report by W-8883: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit A,Compressor,synthetic,reported to supervisor,supervisor intervened,replaced equipment,,
09f1846c-924a-4dbe-b361-f82a825f0f1d,[Oct 5] Report by W-4947: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit A,Pump,synthetic,reported to supervisor,,cleaned up,retrained staff,False
7b7e49d1-abac-4739-99c1-5ca863f5ec18,[Oct 23] Report by W-4813: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,replaced equipment,,False
93541faa-19f7-4db4-89ac-e4012abce453,[Oct 8] Report by W-9423: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,colleague intervened,,updated procedures,True
fe349a78-929c-4da3-a136-148ebb53b819,[Oct 27] Report by W-8748: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,reported to supervisor,colleague intervened,cleaned up,,
e31a3b25-20aa-48ac-a29e-6a5daac092fb,[Oct 21] Report by W-8399: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,stopped work,colleague intervened,replaced equipment,,
be1789ea-5798-4f89-a189-9d2818fb1b97,[Oct 5] Report by W-2008: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,,supervisor intervened,cleaned up,,
eedcc03e-1e39-4715-b3c0-9aa9960d73f3,[Oct 4] Report by W-9320: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit B,Electrical Panel,synthetic,,,,,
0a164676-6d9e-415c-b99f-b5bccbf0785a,[Oct 12] Report by W-2405: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,colleague intervened,replaced equipment,retrained staff,False
c4b890fa-ecc6-417f-9f33-b8240717c56e,[Oct 17] Report by W-8954: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Unit A,Valve,synthetic,,,replaced equipment,retrained staff,False
6efc122d-7c04-4106-8069-e1cfd8d348bb,[Oct 17] Report by W-6792: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,supervisor intervened,,,True
cb4781ef-babc-4e31-8c5a-a4c33177950d,[Oct 23] Report by W-5781: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,colleague intervened,cleaned up,retrained staff,True
28657658-e97a-49b1-b4fe-405375665532,,Near Miss,YES,Energy Isolation,CRITICAL,,,,,Offshore Platform 1,Heat Exchanger,synthetic,stopped work,supervisor intervened,cleaned up,retrained staff,True
9310485d-f6be-4868-be50-9055d261537c,[Oct 28] Report by W-3720: Small oil spill near Compressor at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit A,Compressor,synthetic,stopped work,colleague intervened,,,False
3cc91c4b-631d-4a08-867d-e132d57b0d40,[Oct 5] Report by W-5232: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Electrical,LOW,,,,,Offshore Platform 1,Pump,synthetic,,supervisor intervened,,,True
4c241470-c5d7-47f9-87a8-baef945ee066,[Oct 1] Report by W-6588: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,stopped work,supervisor intervened,,,False
1e4b7054-862f-4a5d-966c-6e9bb44b84ff,[Oct 12] Report by W-4810: Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,,cleaned up,,True
db8e16a6-b977-423f-b4c9-67923c8b8212,[Oct 25] Report by W-2929: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit B,Pump,synthetic,,supervisor intervened,,,True
b085394c-584d-475b-b1bb-e82c4a892fc6,[Oct 27] Report by W-5971: Small oil spill near Valve at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit A,Valve,synthetic,reported to supervisor,colleague intervened,,updated procedures,
6d6c45f6-b19e-4e40-8e37-49b449165974,[Oct 1] Report by W-5952: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Valve,synthetic,,,cleaned up,retrained staff,False
91e438ae-8b52-4258-a2e9-12c50cead70e,[Oct 2] Report by W-2206: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Unit B,Valve,synthetic,,colleague intervened,cleaned up,retrained staff,False
db879417-0cf7-4fb6-9cee-370da36ad196,[Oct 11] Report by W-6830: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Valve,synthetic,reported to supervisor,supervisor intervened,,updated procedures,False
3ab597d8-fb95-4d50-91ca-ec484df448d1,[Oct 28] Report by W-5612: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,reported to supervisor,supervisor intervened,,retrained staff,False
ee8d66f9-f720-47de-bb63-67efee59585d,[Oct 12] Report by W-9705: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,,colleague intervened,cleaned up,,False
1b882e8b-205d-4985-8c38-7ad65a1f3d55,[Oct 7] Report by W-8330: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Electrical,LOW,,,,,Offshore Platform 1,Valve,synthetic,stopped work,supervisor intervened,,retrained staff,
b0a08104-2cbc-4aec-89fa-b6d03681a3eb,[Oct 25] Report by W-2148: Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Unsafe Act,NO,Electrical,LOW,,,,,Unit B,Heat Exchanger,synthetic,stopped work,colleague intervened,replaced equipment,,True
aaafe8f0-2682-4369-834b-1d122a132518,[Oct 2] Report by W-2926: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Valve,synthetic,stopped work,colleague intervened,cleaned up,updated procedures,True
5f5be279-156c-4309-9519-ee43eb287cbc,,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Unit A,Electrical Panel,synthetic,stopped work,,cleaned up,,False
c3acdb9b-d0d2-40d3-9af0-0e932abc7298,[Oct 22] Report by W-3098: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Unit A,Valve,synthetic,,,replaced equipment,,
43054f5f-0392-4e10-9905-6864d129a01a,[Oct 4] Report by W-7523: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,,True
42bc2174-84a8-4019-b43d-60ca024f1a4a,[Oct 2] Report by W-3298: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,cleaned up,retrained staff,False
d0025a51-74de-4c71-bed4-29eb149b78d5,[Oct 16] Report by W-6775: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit B,Compressor,synthetic,,,,updated procedures,False
12193495-e10a-47a7-8510-d0827afb6b37,[Oct 25] Report by W-4478: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit A,Valve,synthetic,,colleague intervened,cleaned up,,False
f8ee9618-c0dc-4839-95c4-619abd673398,[Oct 15] Report by W-1411: Small oil spill near Valve at Unit B. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit B,Valve,synthetic,,colleague intervened,,retrained staff,False
